0.1, 30.0, 20.0, 19072850.80388647, 2.4719656680142426e-09
0.1, 30.0, 22.666666666666668, 28091082.53084736, 5.053322159036522e-09
0.1, 30.0, 25.333333333333332, 39341050.51449179, 9.859418129593353e-09
0.1, 30.0, 28.0, 53309282.12243829, 2.0998525810689754e-08
0.1, 46.66666666666667, 20.0, 7143715.11306554, 2.7951963319307163e-10
0.1, 46.66666666666667, 22.666666666666668, 10407526.331397317, 5.693788813666793e-10
0.1, 46.66666666666667, 25.333333333333332, 14544287.925851973, 1.3389051125236793e-09
0.1, 46.66666666666667, 28.0, 19958925.8565642, 5.628073097428576e-09
0.1, 63.333333333333336, 20.0, 2090137.2539694603, 2.1094541107399427e-11
0.1, 63.333333333333336, 22.666666666666668, 3078930.018021557, 4.152739729106043e-11
0.1, 63.333333333333336, 25.333333333333332, 4283509.339531433, 8.364339323125444e-11
0.1, 63.333333333333336, 28.0, 5816147.420648551, 2.4971515683899623e-10
0.1, 80.0, 20.0, 477162.1437229112, 9.5633828090335e-13
0.1, 80.0, 22.666666666666668, 697247.7735965477, 1.814492297805097e-12
0.1, 80.0, 25.333333333333332, 972372.5428672107, 3.2075591130970826e-12
0.1, 80.0, 28.0, 1308307.4666876448, 6.218066150116513e-12
0.4, 30.0, 20.0, 9536425.401943235, 2.4719656680142426e-09
0.4, 30.0, 22.666666666666668, 14045541.26542368, 5.053322159036522e-09
0.4, 30.0, 25.333333333333332, 19670525.257245895, 9.859418129593353e-09
0.4, 30.0, 28.0, 26654641.061219145, 2.0998525810689754e-08
0.4, 46.66666666666667, 20.0, 3571857.55653277, 2.7951963319307163e-10
0.4, 46.66666666666667, 22.666666666666668, 5203763.165698659, 5.693788813666793e-10
0.4, 46.66666666666667, 25.333333333333332, 7272143.962925986, 1.3389051125236793e-09
0.4, 46.66666666666667, 28.0, 9979462.9282821, 5.628073097428576e-09
0.4, 63.333333333333336, 20.0, 1045068.6269847301, 2.1094541107399427e-11
0.4, 63.333333333333336, 22.666666666666668, 1539465.0090107785, 4.152739729106043e-11
0.4, 63.333333333333336, 25.333333333333332, 2141754.6697657164, 8.364339323125444e-11
0.4, 63.333333333333336, 28.0, 2908073.7103242753, 2.4971515683899623e-10
0.4, 80.0, 20.0, 238581.0718614556, 9.5633828090335e-13
0.4, 80.0, 22.666666666666668, 348623.88679827383, 1.814492297805097e-12
0.4, 80.0, 25.333333333333332, 486186.27143360535, 3.2075591130970826e-12
0.4, 80.0, 28.0, 654153.7333438224, 6.218066150116513e-12
0.7, 30.0, 20.0, 7208860.002874565, 2.4719656680142426e-09
0.7, 30.0, 22.666666666666668, 10617431.20503043, 5.053322159036522e-09
0.7, 30.0, 25.333333333333332, 14869519.425339274, 9.859418129593353e-09
0.7, 30.0, 28.0, 20149014.72390761, 2.0998525810689754e-08
0.7, 46.66666666666667, 20.0, 2700070.518037869, 2.7951963319307163e-10
0.7, 46.66666666666667, 22.666666666666668, 3933675.2051762426, 5.693788813666793e-10
0.7, 46.66666666666667, 25.333333333333332, 5497224.121189107, 1.3389051125236793e-09
0.7, 46.66666666666667, 28.0, 7543764.893206527, 5.628073097428576e-09
0.7, 63.333333333333336, 20.0, 789997.6257135203, 2.1094541107399427e-11
0.7, 63.333333333333336, 22.666666666666668, 1163726.1616938084, 4.152739729106043e-11
0.7, 63.333333333333336, 25.333333333333332, 1619014.350146101, 8.364339323125444e-11
0.7, 63.333333333333336, 28.0, 2198297.094789406, 2.4971515683899623e-10
0.7, 80.0, 20.0, 180350.3381921833, 9.5633828090335e-13
0.7, 80.0, 22.666666666666668, 263534.8873042761, 1.814492297805097e-12
0.7, 80.0, 25.333333333333332, 367522.27573344746, 3.2075591130970826e-12
0.7, 80.0, 28.0, 494493.7421806327, 6.218066150116513e-12
1.0, 30.0, 20.0, 6031365.001285471, 2.4719656680142426e-09
1.0, 30.0, 22.666666666666668, 8883180.273724483, 5.053322159036522e-09
1.0, 30.0, 25.333333333333332, 12440732.51695331, 9.859418129593353e-09
1.0, 30.0, 28.0, 16857875.193540018, 2.0998525810689754e-08
1.0, 46.66666666666667, 20.0, 2259041.0712654386, 2.7951963319307163e-10
1.0, 46.66666666666667, 22.666666666666668, 3291148.80153919, 5.693788813666793e-10
1.0, 46.66666666666667, 25.333333333333332, 4599307.679097839, 1.3389051125236793e-09
1.0, 46.66666666666667, 28.0, 6311566.535717001, 5.628073097428576e-09
1.0, 63.333333333333336, 20.0, 660959.4344913306, 2.1094541107399427e-11
1.0, 63.333333333333336, 22.666666666666668, 973643.1613211395, 4.152739729106043e-11
1.0, 63.333333333333336, 25.333333333333332, 1354564.589152286, 8.364339323125444e-11
1.0, 63.333333333333336, 28.0, 1839227.3056562855, 2.4971515683899623e-10
1.0, 80.0, 20.0, 150891.9187373016, 9.5633828090335e-13
1.0, 80.0, 22.666666666666668, 220489.10580465026, 1.814492297805097e-12
1.0, 80.0, 25.333333333333332, 307491.19696701, 3.2075591130970826e-12
1.0, 80.0, 28.0, 413723.1474537825, 6.218066150116513e-12
